block,txIndex,logIndex,sender,amount0,amount1,sqrtPriceX96,liquidity,tick,fee
57120506,6,8,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-67987592629881,170727,3969848547854560383644503,11496250518486,-198038,100
57120640,11,52,0x389ea62455975d38ee210be146a9262b768ddebf,172016889279963,-432245,3972827125274095694905344,11496250518486,-198023,100
57120815,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8329605213198,-20948,3972971470933682087241504,11496250518486,-198022,100
57120892,6,12,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16657394775304,-41895,3973260162252854871913825,11496250518486,-198020,100
57121359,13,35,0x389ea62455975d38ee210be146a9262b768ddebf,-168653539081933,423806,3970339435929142825058304,11496250518486,-198035,100
57122882,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8340046428758,-20948,3970483781588729217394464,11496250518486,-198034,100
57123325,5,8,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,124716664056973,-313425,3972643572508645510910135,11496250518486,-198024,100
57124012,5,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-35517745038864,89276,3972028313348691595311993,11496250518486,-198027,100
57124017,5,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-10000000000000,25130,3971855121878122176811321,11496250518486,-198027,100
57126923,5,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-148280902036722,372382,3969288794354873520225817,11496250518486,-198040,100
57127212,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-79704820784124,199966,3967910696862415751883482,11496250518486,-198047,100
57127455,3,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,35181395535358,-88265,3968518926536918336845057,11496250518486,-198044,100
57127976,9,16,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,123255515447477,-309444,3970651287695765224809983,11496250518486,-198034,100
57128950,12,36,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,244375607715172,-614510,3974885849354900433179723,11496250518486,-198012,100
57130600,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,3962522114411,-9975,3974954586695970601580814,11496250518486,-198012,100
57130614,19,58,0x389ea62455975d38ee210be146a9262b768ddebf,120769695926767,-304184,3977050703449380961486293,11496250518486,-198001,100
57130774,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8311923054774,-20948,3977195049108967353822453,11496250518486,-198001,100
57130813,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8311056898372,-20948,3977339388222320841967406,11496435052607,-198000,100
57131568,20,88,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,243535557971714,-614462,3981573545635617846186503,11496435052607,-197979,100
57132433,9,21,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204983646738165,-518207,3985144425576361489187820,11496435052607,-197961,100
57132455,4,1,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,115798567497021,-293155,3987164505873680441924470,11496435052607,-197951,100
57132515,6,8,0x389ea62455975d38ee210be146a9262b768ddebf,-170442094323406,431299,3984192189111275429560320,11496435052607,-197965,100
57132712,15,31,0x389ea62455975d38ee210be146a9262b768ddebf,-175118156355253,442462,3981142939189817225773056,11496435052607,-197981,100
57132751,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,-175845442199917,443619,3978085718300735838355456,11496435052607,-197996,100
57133390,9,15,0x389ea62455975d38ee210be146a9262b768ddebf,-166325796060214,418976,3975198289983492182769664,11496250518486,-198011,100
57133554,11,20,0x389ea62455975d38ee210be146a9262b768ddebf,-189194847119854,475845,3971918928875240850194432,11496250518486,-198027,100
57133718,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,3968444076725,-9975,3971987666216311018595523,11496250518486,-198027,100
57133806,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,3968306727067,-9975,3972056403557381186996614,11496250518486,-198026,100
57133848,8,13,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,3968169384540,-9975,3972125140898451355397705,11496250518486,-198026,100
57133923,11,35,0x389ea62455975d38ee210be146a9262b768ddebf,-197338448287611,495543,3968710030356694372974592,11496250518486,-198043,100
57134017,4,5,0x389ea62455975d38ee210be146a9262b768ddebf,163654146739368,-410981,3971542072734585815302144,11496250518486,-198029,100
57134195,15,25,0x389ea62455975d38ee210be146a9262b768ddebf,-165066164131132,414439,3968685898347160748949504,11496250518486,-198043,100
57134858,7,9,0x389ea62455975d38ee210be146a9262b768ddebf,-172324636412602,432028,3965708508839581841358848,11496250518486,-198058,100
57134993,9,21,0x389ea62455975d38ee210be146a9262b768ddebf,-163678933604550,409753,3962884631874268462841856,11496250518486,-198073,100
57135345,5,7,0x389ea62455975d38ee210be146a9262b768ddebf,-170375164492936,425897,3959949496543518939676672,11496250518486,-198088,100
57135476,11,113,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,307915456168452,-770331,3965257812482091269879810,11496250518486,-198061,100
57135476,13,121,0xc3157b1c2473280fc0e0c5597a723a71cdb37e2d,-448801760565324,1121882,3957526191700611154965675,11496250518486,-198100,100
57135756,17,40,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,82161663792132,-205096,3958939497317210792508675,11496250518486,-198093,100
57135883,6,11,0x389ea62455975d38ee210be146a9262b768ddebf,-164810539635690,411177,3956105806192610199470080,11496250518486,-198107,100
57136140,9,15,0x389ea62455975d38ee210be146a9262b768ddebf,168477820874649,-420419,3959002887277318137446400,11496250518486,-198092,100
57136879,6,9,0xa6563baa758a7c39960a339750c89663aadf9fd2,-186974499831808,466443,3955788323782991587429218,11496250518486,-198109,100
57136994,9,15,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,40102735708096,-100000,3956477420106794087772626,11496250518486,-198105,100
57137106,3,3,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-141254692761735,352007,3954051510219277868766901,11496250518486,-198117,100
57137911,6,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,9853744254363,-24547,3954220658935863613025613,11496250518486,-198116,100
57139192,4,2,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,175697671265696,-438030,3957239104828605017842212,11496250518486,-198101,100
57139427,7,29,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,11348515591905,-28316,3957434228183098669129570,11496250518486,-198100,100
57139967,6,12,0x389ea62455975d38ee210be146a9262b768ddebf,-163862295490371,408502,3954618970508474957430784,11496250518486,-198114,100
57140004,3,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,14396406682811,-35874,3954866174080180084816703,11496250518486,-198113,100
57141602,16,55,0x389ea62455975d38ee210be146a9262b768ddebf,-176582624700545,439618,3951836475027769543098368,11496250518486,-198129,100
57141794,38,148,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-247664233045040,615448,3947595012698571596317604,11496250518486,-198150,100
57141840,11,8,0x764bc67b1036b00bc91221e988261f971a1c7ce4,-99850000000000,247755,3945887570018141235016448,11496250518486,-198159,100
57141883,6,7,0x389ea62455975d38ee210be146a9262b768ddebf,146841637662076,-364502,3948399336111297333502902,11496250518486,-198146,100
57141892,6,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4015862462311,-9975,3948468073452367501903993,11496250518486,-198146,100
57141931,8,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8432521456951,-20948,3948612416140713213230661,11496250518486,-198145,100
57141989,12,9,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,202269812619950,-502905,3952077911118304797465930,11496250518486,-198127,100
57142110,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8417297458735,-20948,3952222256777891189802090,11496250518486,-198127,100
57142168,6,12,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16432152389788,-40898,3952504077119617918940434,11496250518486,-198125,100
57142169,11,26,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,188282086395661,-469022,3955736088157829052647412,11496250518486,-198109,100
57142633,6,13,0x389ea62455975d38ee210be146a9262b768ddebf,-162927843221959,405826,3952939274535929269714944,11496250518486,-198123,100
57143477,5,7,0x389ea62455975d38ee210be146a9262b768ddebf,-163860706179217,407571,3950130433465192785379328,11496250518486,-198137,100
57144829,3,9,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,274204424844302,-682494,3954833469356491128182116,11496250518486,-198113,100
57144829,5,12,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-247071503335112,614909,3950595730268851647397384,11496250518486,-198135,100
57146751,7,19,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,246835045002973,-614444,3954829833170891853244400,11496250518486,-198113,100
57147025,7,8,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,17534456233651,-43699,3955130957031000128571981,11496250518486,-198112,100
57147499,14,72,0x2cc4fcb2eb6f02f22ec0fb62ce74859cb4ba3546,-955523518836098,2371168,3938789686998038783120188,11496250518486,-198195,100
57147499,14,82,0x2cc4fcb2eb6f02f22ec0fb62ce74859cb4ba3546,405953529041340,-1005193,3945716431695341540147466,11496250518486,-198160,100
57147499,14,92,0x2cc4fcb2eb6f02f22ec0fb62ce74859cb4ba3546,482701549229540,-1199843,3953984493647320554266654,11496250518486,-198118,100
57147643,5,1,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,174421807365999,-434795,3956980645821945856991185,11496250518486,-198103,100
57148374,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,249308,3955262500067244342055323,11496250518486,-198111,100
57148516,4,2,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,99800777110081,-248862,3956977392962011508819480,11496250518486,-198103,100
57148950,11,24,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16392684186338,-40898,3957259213303738237957824,11496250518486,-198101,100
57148969,24,82,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245987564925628,-614400,3961493017257855454239143,11496250518486,-198080,100
57149086,8,11,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8377335689974,-20948,3961637362917441846575303,11496250518486,-198079,100
57149377,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8376725241376,-20948,3961781708577028238911463,11496250518486,-198078,100
57149435,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8376114859499,-20948,3961926054236614631247623,11496250518486,-198078,100
57149546,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8375504544334,-20948,3962070399896201023583783,11496250518486,-198077,100
57149650,8,6,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,51245434186382,-128198,3962953806359513589905613,11496250518486,-198072,100
57149662,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8371160981384,-20948,3963098152019099982241773,11496250518486,-198072,100
57149823,7,10,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8370551207567,-20948,3963242497678686374577933,11496250518486,-198071,100
57150188,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16340899789140,-40898,3963524318020413103716277,11496250518486,-198069,100
57150278,6,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,250133,3961800486198010305116249,11496250518486,-198078,100
57150695,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8376035461118,-20948,3961944831857596697452409,11496250518486,-198077,100
57150750,5,10,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8375425154631,-20948,3962089177517183089788569,11496250518486,-198077,100
57151588,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8374814914845,-20948,3962233523176769482124729,11496250518486,-198076,100
57151722,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8374204741751,-20948,3962377868836355874460889,11496250518486,-198075,100
57151772,5,10,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16348031795593,-40898,3962659689178082603599233,11496250518486,-198074,100
57152422,5,9,0x389ea62455975d38ee210be146a9262b768ddebf,-163903816597056,409685,3959836279888120530337792,11496250518486,-198088,100
57155732,4,73,0x972655facb8df3cdf40395e4262f874f81674d46,-23245140360701,58055,3959436184526555300155390,11496250518486,-198090,100
57155851,10,10,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,121609901252229,-303914,3961530439126166720887889,11496250518486,-198080,100
57157829,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,-165758934038235,414082,3958676723157166301642752,11496250518486,-198094,100
57157877,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,12384006056865,-30923,3958889806157822862380004,11496250518486,-198093,100
57158381,12,36,0x389ea62455975d38ee210be146a9262b768ddebf,-166054028698835,414266,3956034822008278798565376,11496250518486,-198107,100
57158587,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,-165099800904172,411294,3953200323432993618132992,11496250518486,-198122,100
57158929,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4006114294568,-9975,3953269060774063786534083,11496250518486,-198121,100
57159021,11,22,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,248840,3951554135996162404949019,11496250518486,-198130,100
57159062,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4009452794352,-9975,3951622873337232573350110,11496250518486,-198130,100
57159265,5,13,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4009313310227,-9975,3951691610678302741751201,11496250518486,-198129,100
57159298,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4009173833380,-9975,3951760348019372910152292,11496250518486,-198129,100
57159341,9,27,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4009034363811,-9975,3951829085360443078553383,11496250518486,-198129,100
57159437,7,14,0x389ea62455975d38ee210be146a9262b768ddebf,-172759875706989,429448,3948869474715776273350656,11496250518486,-198144,100
57159447,4,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,402140988178,-1000,3948876359476527135415293,11496250518486,-198144,100
57159477,12,26,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8029644829556,-19950,3949013834158667472217476,11496250518486,-198143,100
57159559,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4014612769971,-9975,3949082571499737640618567,11496250518486,-198142,100
57159598,7,11,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4014473016497,-9975,3949151308840807809019658,11496250518486,-198142,100
57159607,6,12,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,188909684938223,-469788,3952388600532370068383727,11496250518486,-198126,100
57159639,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007759962890,-9975,3952457337873440236784818,11496250518486,-198125,100
57159680,7,18,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007620567092,-9975,3952526075214510405185909,11496250518486,-198125,100
57159723,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007481178566,-9975,3952594812555580573587000,11496250518486,-198125,100
57159762,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007341797312,-9975,3952663549896650741988091,11496250518486,-198124,100
57159802,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007202423330,-9975,3952732287237720910389182,11496250518486,-198124,100
57159931,9,22,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4007063056619,-9975,3952801024578791078790273,11496250518486,-198124,100
57159969,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8414218126784,-20948,3952945370238377471126433,11496250518486,-198123,100
57160020,3,1,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,82420005314757,-205266,3954359840544233279561976,11496250518486,-198116,100
57160041,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4403973581023,-10973,3954435448862749503497044,11496250518486,-198115,100
57160082,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8007085167756,-19950,3954572923544889840299227,11496250518486,-198115,100
57160719,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4403499002518,-10973,3954648531863406064234295,11496250518486,-198114,100
57160853,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8406358305910,-20948,3954792877522992456570455,11496250518486,-198114,100
57162084,7,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,249032,3953076630716431509617421,11496250518486,-198122,100
57162541,10,19,0xc3157b1c2473280fc0e0c5597a723a71cdb37e2d,45016959925664,-112104,3953849125733197959403425,11496250518486,-198118,100
57162968,4,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,35019012294270,-87236,3954450263897377584340464,11496250518486,-198115,100
57163034,8,17,0x389ea62455975d38ee210be146a9262b768ddebf,-162862839202996,405400,3951656381907260518957056,11496250518486,-198129,100
57163114,4,9,0xc3157b1c2473280fc0e0c5597a723a71cdb37e2d,-65574731860893,163068,3950532573933164848129983,11496250518486,-198135,100
57163482,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,248496,3948820021990666593612991,11496250518486,-198144,100
57164661,13,32,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,247072068744362,-614481,3953054383936628771590639,11496250518486,-198122,100
57164833,3,1,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,124932800496725,-311217,3955198961690475451354563,11496250518486,-198112,100
57165746,7,37,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,134331416757808,-335006,3957507472279302045464297,11496250518486,-198100,100
57166177,15,51,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,246083702524561,-614718,3961743464397385205524389,11496250518486,-198078,100
57166341,9,22,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245431316078823,-614400,3965977268351502421805708,11496250518486,-198057,100
57166636,17,49,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,190087022530645,-476757,3969262581077010633988987,11496250518486,-198041,100
57168132,3,3,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-125551952395359,314922,3967092248118869509745092,11496250518486,-198051,100
57168204,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,250583,3965365312018880612900630,11496250518486,-198060,100
57168208,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,250365,3963639878788211287659673,11496250518486,-198069,100
57169336,3,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,283907227471660,-711519,3968542924215557196868766,11496250518486,-198044,100
57169362,7,17,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,-4196178397081,10527,3968470375632634708989784,11496250518486,-198045,100
57169363,7,22,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-112971142871321,283268,3966518191039666545500667,11496250518486,-198054,100
57169561,7,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,250511,3964791754586466606074355,11496250518486,-198063,100
57170768,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,-162986048094073,407831,3961981122637773880164352,11496250518486,-198077,100
57171072,11,29,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245426249363120,-614462,3966215347328843893486273,11496250518486,-198056,100
57171166,6,6,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,19004670465803,-47636,3966543603624463824417935,11496250518486,-198054,100
57171184,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-14256129856570,35727,3966297385559052363974200,11496250518486,-198055,100
57171192,6,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,6921095995163,-17348,3966416928161639404387809,11496250518486,-198055,100
57171477,7,9,0x389ea62455975d38ee210be146a9262b768ddebf,-167340486584206,419062,3963528894940648264695808,11496250518486,-198069,100
57171565,6,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,19974868618913,-50000,3963873443102549514867512,11496250518486,-198068,100
57171584,7,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-14983822607076,37500,3963615006137427064993746,11496250518486,-198069,100
57172083,4,2,0xa6563baa758a7c39960a339750c89663aadf9fd2,-177503878774784,443867,3960556028946924398054410,11496250518486,-198084,100
57173832,7,37,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,95599782498664,-239020,3962203106304695198855223,11496250518486,-198076,100
57175055,15,164,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-246242533518532,615133,3957963823486917386636579,11496250518486,-198098,100
57175303,10,16,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,127294529879376,-317892,3960154397228166932147130,11496250518486,-198086,100
57175751,10,27,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245654897406360,-614467,3964388661574201588609011,11496250518486,-198065,100
57175930,19,48,0x389ea62455975d38ee210be146a9262b768ddebf,-207153063550966,518143,3960817798345305909886976,11496250518486,-198083,100
57176572,12,50,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245567627321057,-614455,3965051975852632351317192,11496250518486,-198062,100
57176704,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,250326,3963326815233249028011906,11496250518486,-198070,100
57176844,4,5,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,177983391086610,-445780,3966398664653542444881787,11496250518486,-198055,100
57176926,7,17,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,246001707185191,-617279,3970652302783276281807009,11496250518486,-198034,100
57177181,15,46,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,244362775304288,-614478,3974886644010310239841794,11496250518486,-198012,100
57177241,19,58,0x389ea62455975d38ee210be146a9262b768ddebf,-279512580477557,702617,3970044449373056789381120,11496250518486,-198037,100
57177258,28,103,0x389ea62455975d38ee210be146a9262b768ddebf,190982785234843,-479989,3973352033001833679028224,11496250518486,-198020,100
57177262,13,80,0x389ea62455975d38ee210be146a9262b768ddebf,207072462405021,-521332,3976944502755062716563456,11496250518486,-198002,100
57177275,26,64,0x389ea62455975d38ee210be146a9262b768ddebf,-165313872389049,416190,3974076260747999373688832,11496250518486,-198016,100
57177278,34,93,0x389ea62455975d38ee210be146a9262b768ddebf,-164694495242605,414034,3971222876184449856307200,11496250518486,-198031,100
57177335,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-162713913693179,408472,3968407826815079692632064,11496250518486,-198045,100
57177342,33,125,0x389ea62455975d38ee210be146a9262b768ddebf,-178829504095054,448260,3965318567826888746598400,11496250518486,-198060,100
57177370,29,84,0x389ea62455975d38ee210be146a9262b768ddebf,-187724439286732,469807,3962080820188951393337344,11496250518486,-198077,100
57177382,30,105,0x389ea62455975d38ee210be146a9262b768ddebf,-197909117536020,494465,3958673134410077915054080,11496250518486,-198094,100
57177391,8,15,0x389ea62455975d38ee210be146a9262b768ddebf,-201874150397183,503496,3955203210728886937583616,11496250518486,-198112,100
57177401,14,27,0x389ea62455975d38ee210be146a9262b768ddebf,210696073222970,-525626,3958825271848690954272768,11496250518486,-198093,100
57177485,15,60,0x389ea62455975d38ee210be146a9262b768ddebf,-194095828118111,484150,3955488677222426802651136,11496250518486,-198110,100
57177549,22,64,0x389ea62455975d38ee210be146a9262b768ddebf,-180411931785746,449285,3952392354509337191776256,11496250518486,-198126,100
57177571,13,36,0x389ea62455975d38ee210be146a9262b768ddebf,192065946007559,-478429,3955689186209799518289920,11496250518486,-198109,100
57177585,9,14,0x389ea62455975d38ee210be146a9262b768ddebf,-186036056999503,463327,3952496093699109210292224,11496250518486,-198125,100
57177642,10,25,0x389ea62455975d38ee210be146a9262b768ddebf,-184318345162322,458312,3949337563500590160412672,11496250518486,-198141,100
57177771,12,25,0x389ea62455975d38ee210be146a9262b768ddebf,182772653854929,-454558,3952469898780992281247744,11496250518486,-198125,100
57177783,21,55,0x389ea62455975d38ee210be146a9262b768ddebf,171783163521464,-427885,3955418430455055667691520,11496250518486,-198110,100
57177784,13,28,0xa6563baa758a7c39960a339750c89663aadf9fd2,-62700361187328,156219,3954341822835771966490376,11496250518486,-198116,100
57177858,11,18,0x389ea62455975d38ee210be146a9262b768ddebf,-187598139932152,466896,3951124133021265608835072,11496250518486,-198132,100
57177938,17,73,0x389ea62455975d38ee210be146a9262b768ddebf,-182534986146575,453565,3947998309067485742104576,11496250518486,-198148,100
57177996,15,48,0x389ea62455975d38ee210be146a9262b768ddebf,-196146058412884,486588,3944644910119350125461504,11496250518486,-198165,100
57178033,24,90,0x389ea62455975d38ee210be146a9262b768ddebf,-178060172875855,441006,3941605644604641472675840,11496250518486,-198180,100
57178040,47,248,0x389ea62455975d38ee210be146a9262b768ddebf,-184188141858886,455469,3938466706284679681540096,11496250518486,-198196,100
57178077,4,1,0x389ea62455975d38ee210be146a9262b768ddebf,179047493903653,-442838,3941518275091533089734656,11496250518486,-198181,100
57178105,10,5,0x389ea62455975d38ee210be146a9262b768ddebf,170669837980055,-422756,3944431465910300351397888,11496250518486,-198166,100
57178165,12,24,0x389ea62455975d38ee210be146a9262b768ddebf,-172495569743193,427188,3941487428859047142490112,11496250518486,-198181,100
57178273,7,16,0x389ea62455975d38ee210be146a9262b768ddebf,191454590347027,-474276,3944755640949756634595328,11496250518486,-198164,100
57178309,13,29,0x389ea62455975d38ee210be146a9262b768ddebf,190200337168311,-471949,3948007813568837118328832,11496250518486,-198148,100
57178448,16,53,0x389ea62455975d38ee210be146a9262b768ddebf,167859642991037,-417161,3950882447873419887247360,11496250518486,-198133,100
57178588,10,16,0x389ea62455975d38ee210be146a9262b768ddebf,168418037056714,-419159,3953770854962949156503552,11496250518486,-198119,100
57178671,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-164992329945451,410556,3950941440237252777082880,11496250518486,-198133,100
57178709,5,6,0x389ea62455975d38ee210be146a9262b768ddebf,-165494469977281,411216,3948107479613896558379008,11496250518486,-198147,100
57178738,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,164541319751360,-408930,3950925388644492693733376,11496250518486,-198133,100
57178753,5,16,0x389ea62455975d38ee210be146a9262b768ddebf,182975683162691,-455429,3954063729189027179397120,11496250518486,-198117,100
57178802,10,20,0x389ea62455975d38ee210be146a9262b768ddebf,-170041586376518,423174,3951147357959025149870080,11496250518486,-198132,100
57178906,4,5,0x389ea62455975d38ee210be146a9262b768ddebf,-167208599322223,415515,3948283767150707084361728,11496250518486,-198147,100
57179009,14,28,0x389ea62455975d38ee210be146a9262b768ddebf,208823640787780,-519128,3951861054983865798492160,11496250518486,-198128,100
57179024,17,44,0x389ea62455975d38ee210be146a9262b768ddebf,173793216000950,-432762,3954843194464935713177600,11496250518486,-198113,100
57179068,7,10,0x389ea62455975d38ee210be146a9262b768ddebf,-172186293747549,428676,3951888903001763580215296,11496250518486,-198128,100
57179157,16,41,0x389ea62455975d38ee210be146a9262b768ddebf,164007409484855,-408382,3954703046710624174211072,11496250518486,-198114,100
57179173,22,59,0x389ea62455975d38ee210be146a9262b768ddebf,185841297123299,-463453,3957896677865747327746048,11496250518486,-198098,100
57179298,9,31,0x389ea62455975d38ee210be146a9262b768ddebf,169396494889811,-423096,3960812206568582737297408,11496250518486,-198083,100
57179333,7,16,0x389ea62455975d38ee210be146a9262b768ddebf,165459154561751,-413864,3963664118400674986721280,11496250518486,-198069,100
57179363,9,26,0x389ea62455975d38ee210be146a9262b768ddebf,173216756373524,-433907,3966654146571390949523456,11496250518486,-198054,100
57179478,10,25,0x389ea62455975d38ee210be146a9262b768ddebf,169109526627336,-424250,3969577631819040125091840,11496250518486,-198039,100
57179504,7,18,0x389ea62455975d38ee210be146a9262b768ddebf,210097296779156,-527949,3973215702267898208714752,11496250518486,-198021,100
57179510,27,83,0x389ea62455975d38ee210be146a9262b768ddebf,162623948695795,-409319,3976036300199473721638912,11496250518486,-198006,100
57179547,21,72,0x389ea62455975d38ee210be146a9262b768ddebf,58076258894329,-146317,3977044562729376245943756,11496250518486,-198001,100
